"N.Registro";"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"24/000305";"Cafetería";"2ª - 1 Taza";"LAS HOCES";"Calle LAS RANERAS (CAMPING MUNICIPAL) S/N";"24836";"León";"Vegacervera";"VEGACERVERA";"VEGACERVERA";"987591387";"";"";"";"";"";"70";"";"";"";
"24/000306";"Cafetería";"2ª - 1 Taza";"LA SERNA";"AVDA. PRINCIPE DE ASTURIAS, 22";"24007";"León";"León";"LEON";"LEON";"987214269";"";"";"";"";"";"66";"";"";"";
"24/000307";"Cafetería";"2ª - 1 Taza";"COMPOSTELA";"PLAZA MAYOR,12";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"VILLAFRANCA DEL BIERZO";"987540315";"";"";"";"";"";"73";"";"";"";
"47/000153";"Cafetería";"2ª - 1 Taza";"OXFORD UNIVERSITY";"Calle GUADALETE 3";"47005";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"634750261";"";"";"";"";"";"41";"";"";"";
"37/000213";"Cafetería";"2ª - 1 Taza";"VIMA HOUSE";"Paseo DE LA ESTACION 127";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"667640022";"";"";"";"";"";"";"";"";"";
"37/000214";"Cafetería";"2ª - 1 Taza";"PANS & COMPANY";"AVD. SALAMANCA, S/N  (CENTRO COMERCIAL EL TORMES)";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"";"923/201754";"923/210859";"";"";"";"";"92";"";"";"";
"47/000154";"Cafetería / Bar";"2ª - 1 Taza";"LA ROTONDA";"AVDº DE SALAMANCA, KM. 131";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"";"983407100";"";"";"";"";"";"219";"";"";"";
"24/000309";"Cafetería";"2ª - 1 Taza";"EL BREJEO";"";"24516";"León";"Villafranca del Bierzo";"VILELA";"";"987542025";"";"";"";"";"";"35";"";"";"";
"05/000063";"Cafetería";"2ª - 1 Taza";"LA GRANJA";"C/ MARTÍN LÁZARO, Nº 1";"05430";"Ávila";"Adrada (La)";"ADRADA (LA)";"ADRADA (LA)";"91 8670145";"";"";"";"";"";"62";"";"";"";
"24/000310";"Cafetería";"2ª - 1 Taza";"EUROPA";"Avenida AVDA. REYES LEONESES Nº 14 14  BJ";"24008";"León";"León";"LEON";"LEON";"680770265";"691812675";"";"";"";"";"47";"";"";"";
"37/000215";"Cafetería";"2ª - 1 Taza";"ALDENTE NONSOLOPASTA";"Plaza del Mercado, 5";"37002";"Salamanca";"Salamanca";"SALAMANCA";"";"923/26.45.54";"";"";"aldenteaeresmas.com";"";"";"20";"";"";"";
"47/000157";"Cafetería / Bar";"2ª - 1 Taza";"LA FABRICA";"Calle SILIÓ 3";"47005";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983206007";"";"";"aseolid@aseolid.es";"";"";"55";"";"";"";
"09/000142";"Cafetería";"2ª - 1 Taza";"DUERO";"AVDA/MONTECILLO, 27";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"698700192";"";"";"";"";"";"35";"";"";"";
"49/000030";"Cafetería / Bar";"2ª - 1 Taza";"CAÑADA REAL";"c/ CAÑADA DEL TESORO S/N";"49630";"Zamora";"Villalpando";"VILLALPANDO";"VILLALPANDO";"980667005";"";"";"";"";"";"161";"";"";"Si";
"49/000031";"Cafetería / Bar";"2ª - 1 Taza";"LOS ALAMOS";"CARRETERA BENAVENTE-ORENSE, KM 15,5";"49624";"Zamora";"Quiruelas de Vidriales";"QUIRUELAS DE VIDRIALES";"QUIRUELAS DE VIDRIALES";"980646385";"";"";"";"";"";"40";"";"";"";
"37/000217";"Cafetería";"2ª - 1 Taza";"BURGER KING";"C.C.VIALIA. Pº ESTACION S/N";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923/28.38.27";"";"";"";"";"";"150";"";"";"";
"47/000158";"Cafetería / Bar";"2ª - 1 Taza";"CHOCOLAT";"c/ NUEVA";"47610";"Valladolid";"Zaratán";"ZARATAN";"";"983219392";"";"";"";"";"";"47";"";"";"Si";
"49/000032";"Cafetería";"2ª - 1 Taza";"CASA AURELIA";"Calle DEL RIO 52";"49159";"Zamora";"Villaralbo";"VILLARALBO";"VILLARALBO";"980539626";"";"";"aurelia@casaaurelia.com";"";"";"56";"";"";"Si";
"47/000159";"Cafetería";"2ª - 1 Taza";"CRUZ BLANCA";"Calle SANTA LUCIA 19  BJ";"47005";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983302771";"665605046";"";"CL23@CL23.ES";"";"";"52";"";"";"";
"37/000219";"Cafetería";"2ª - 1 Taza";"EL AULA";"FRANCISCO DE VITORIA,3";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"623991317";"600857079";"";"";"";"";"58";"";"";"";
"24/000311";"Cafetería";"2ª - 1 Taza";"HOSPITAL DE LA REINA";"CALLE HOSPITAL 24-26";"24400";"León";"Ponferrada";"PONFERRADA";"";"987409109";"987410184";"";"";"";"";"32";"";"";"";
"40/000022";"Cafetería";"2ª - 1 Taza";"LA COLONIAL PLAZA";"Plaza CORPUS 9";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"000000000";"";"";"";"";"";"67";"";"";"";
"47/000160";"Cafetería";"2ª - 1 Taza";"PARIS";"Paseo HOSPITAL MILITAR 39";"47007";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983333902";"";"";"maria@sosamarinaconsulting.com";"";"";"97";"";"";"";
"37/000220";"Cafetería";"2ª - 1 Taza";"ESTACION DE SERVICIO MONTALVO I-POLIGONO MONTALVO";"AVDA. CARBAJOSA, 10 (P.I. EL MONTALVO I)";"37188";"Salamanca";"Carbajosa de la Sagrada";"CARBAJOSA DE LA SAGRADA";"CARBAJOSA DE LA SAGRADA";"923222002";"679339912";"";"";"";"";"50";"";"";"Si";
"34/000053";"Cafetería";"2ª - 1 Taza";"HORNO DEL DUERO";"C/ DON PELAYO, 1";"34003";"Palencia";"Palencia";"PALENCIA";"";"979 702891";"";"";"";"";"";"69";"";"";"Si";
"37/000221";"Cafetería";"2ª - 1 Taza";"ARCOS II";"AVD/ CIPRESES, S/N (CENTRO COMERCIAL CIPRESES)";"37004";"Salamanca";"Salamanca";"SALAMANCA";"";"679/711225";"";"";"";"";"";"38";"";"";"Si";
"05/000065";"Cafetería / Bar";"2ª - 1 Taza";"EL RINCÓN DE MARÍA";"Plaza TENIENTE ARÉVALO, Nº 6";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"654817455";"";"";"";"";"";"37";"";"";"";
"47/000161";"Cafetería";"2ª - 1 Taza";"HIPERCOR";"SALAMANCA, CARRETERA N-620, kM.128,5";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"983407488";"";"";"";"";"";"162";"";"";"Si";
"37/000222";"Cafetería";"2ª - 1 Taza";"SALAM";"PLACENTINOS,10";"37008";"Salamanca";"Salamanca";"SALAMANCA";"";"923/213103";"";"";"";"";"";"35";"";"";"";
"47/000162";"Cafetería / Bar";"2ª - 1 Taza";"CERVECERIA GEORGIA";"ZORRILLA, PASEO, 161";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983137050";"";"";"";"";"";"70";"";"";"Si";
"49/000033";"Cafetería";"2ª - 1 Taza";"PUERTA DE SAN TORCUATO TORREHERMOSA";"C/ SAN TORCUATO, 45";"49014";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980534879";"";"";"";"";"";"67";"";"";"";
"05/000066";"Cafetería";"2ª - 1 Taza";"CAMPING HERMOSILLO";"CAMINO PRESA LOS GUIJARRALES, S/N";"05690";"Ávila";"Llanos de Tormes (Los)";"LLANOS DE TORMES (LOS)";"";"920207155";"";"";"";"";"";"20";"";"";"Si";
"49/000034";"Cafetería / Bar";"2ª - 1 Taza";"CRYS";"Calle Miguel de Unamuno 1";"49022";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"646264289";"";"";"mngarcalo@gmail.com";"";"";"28";"";"";"";
"05/000067";"Cafetería / Bar";"2ª - 1 Taza";"PISUERGA";"C/ PISUERGA, S/N (POLIGONO IND. DE LAS HERVENCIAS)";"05004";"Ávila";"Ávila";"AVILA";"AVILA";"670499178";"";"";"";"";"";"28";"";"";"";
"37/000223";"Cafetería / Bar";"1ª - 2 Tazas";"ESTACION DE ESQUI SIERRA DE BEJAR";"PARAJE DE LA COVATILLA";"37716";"Salamanca";"Hoya (La)";"HOYA (LA)";"";"650/973600";"923/410885";"";"";"";"";"147";"";"";"Si";
"09/000145";"Cafetería";"2ª - 1 Taza";"CAESAR";"Calle Calzadas 35";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947647218";"";"";"";"";"";"22";"";"";"Si";
"05/000068";"Cafetería / Bar";"2ª - 1 Taza";"LA BODEGUILLA";"C/ MIRA DE GREDOS, Nº 9";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"";"920 349132";"";"";"";"";"";"47";"";"";"";
"37/000225";"Cafetería";"2ª - 1 Taza";"LA FONDA DE LA ESTACION";"Pº DE LA ESTACION, 124  (C.C. VIALIA)";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923124258";"";"";"";"";"";"70";"";"";"Si";
"09/000147";"Cafetería";"1ª - 2 Tazas";"ALISI";"AVDA. CASTILLA, Nº 25";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"";"947 048058";"";"";"";"";"";"40";"";"";"Si";
"40/000023";"Cafetería / Bar";"1ª - 2 Tazas";"LA CATEDRAL";"Calle MARQUÉS DEL ARCO 32";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921460551";"";"";"";"";"";"32";"";"";"";
"24/000315";"Cafetería";"2ª - 1 Taza";"JEFFERSON";"AVDA CONSTITUCION, Nº 52";"24320";"León";"Sahagún";"SAHAGUN";"";"987782184";"";"";"";"";"";"36";"";"";"";
"47/000163";"Cafetería";"1ª - 2 Tazas";"EL CORTE INGLES";"ZORRILLA, PASEO, 130 - 132";"47006";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983231500";"983270192";"";"";"";"";"283";"";"";"Si";
"37/000227";"Cafetería";"2ª - 1 Taza";"CHARLIE";"AVD. CIPRESES,14";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923/220121";"";"";"";"";"";"47";"";"";"Si";
"05/000069";"Cafetería / Bar";"2ª - 1 Taza";"BELLAS VISTAS PETROLEUM";"CARRETERA LA IGLESUELA, Nº 9";"05430";"Ávila";"Adrada (La)";"ADRADA (LA)";"";"91 8670976";"";"";"";"";"";"64";"";"";"Si";
"49/000035";"Cafetería";"2ª - 1 Taza";"AREA 235";"CARRETERA MADRID-CORUÑA, KM.235";"49630";"Zamora";"Villalpando";"VILLALPANDO";"VILLALPANDO";"980667033";"";"";"";"";"";"81";"";"";"Si";
"34/000054";"Cafetería";"2ª - 1 Taza";"CAFÉ PLAZA";"PLAZA ESPAÑA 13";"34240";"Palencia";"Baltanás";"BALTANAS";"";"979790682";"";"";"";"";"";"62";"";"";"";
"24/000317";"Cafetería";"2ª - 1 Taza";"FLECHA";"SANTOS OVEJERO, 27-29";"24008";"León";"León";"LEON";"LEON";"98780 82 11";"98780 82 12";"";"";"";"";"49";"";"";"Si";
"42/000075";"Cafetería / Bar";"2ª - 1 Taza";"CAFE-BAR LUCIO";"Ronda  SAN FRANCISCO, 31   BJ";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"722645064";"";"";"";"";"";"50";"";"";"";
"47/000164";"Cafetería / Bar";"2ª - 1 Taza";"VISTALEGRE";"Calle CALLE ORBIGO, 7";"47140";"Valladolid";"Laguna de Duero";"LAGUNA DE DUERO";"LAGUNA DE DUERO";"983544830";"";"";"";"";"";"65";"";"";"Si";
"47/000165";"Cafetería / Bar";"2ª - 1 Taza";"CERVECERÍA MAGIC ROCK";"Calle TIERRA 7";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983690113";"653846430";"";"fgilrodriguez@hotmail.com";"";"";"180";"";"";"Si";
"09/000153";"Cafetería";"2ª - 1 Taza";"AL LIO";"Plaza Aragón 6";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"645874342";"";"";"";"";"";"30";"";"";"Si";
"24/000318";"Cafetería";"2ª - 1 Taza";"ALTOLLANO";"ALTOS DE NAVA Nº 11";"24008";"León";"Villaquilambre";"NAVATEJERA";"NAVATEJERA";"987285120";"";"";"";"";"";"42";"";"";"Si";
"24/000319";"Cafetería";"2ª - 1 Taza";"EVAGAR";"Calle BALDOMERO LOZANO Nº 1 1";"24007";"León";"León";"LEON";"LEON";"987084554";"";"";"";"";"";"43";"";"";"";
"24/000320";"Cafetería";"2ª - 1 Taza";"ROBER";"GRAN VIA SAN MARCOS, 57";"24001";"León";"León";"LEON";"LEON";"987240985";"";"";"";"";"";"38";"";"";"";
"47/000166";"Cafetería";"1ª - 2 Tazas";"OFFICCE BINGO VALLADOLID";"Calle MANTILLA 4";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983304680";"983361046";"";"";"";"";"458";"";"";"Si";
"24/000322";"Cafetería";"2ª - 1 Taza";"GEMINA";"Calle OBISPO VILAPLANA, 3 Y 5";"24001";"León";"León";"LEON";"LEON";"987877100";"";"";"";"";"";"59";"";"";"Si";
"24/000323";"Cafetería / Bar";"2ª - 1 Taza";"LA CANTINA";"Calle JUNTO AL RIO, S/N";"24313";"León";"Igüeña";"COLINAS DEL CAMPO DE MARTIN MORO";"COLINAS DEL CAMPO DE MARTIN MORO";"987519571";"";"";"";"";"";"32";"";"";"";
"37/000231";"Cafetería";"2ª - 1 Taza";"EL COCEDERO DE MARI-EMI";"AVDA. CIPRESES, S/N  (C.C. LOS CIPRESES)";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923123014";"";"";"";"";"";"66";"";"";"Si";
"05/000071";"Cafetería / Bar";"2ª - 1 Taza";"IRIBAR";"C/MAYOR, 112";"05612";"Ávila";"San Juan de Gredos";"NAVACEPEDA DE TORMES";"";"920349171";"";"";"";"";"";"48";"";"";"";
"37/000232";"Cafetería";"2ª - 1 Taza";"TAPENADE";"MAYOR DE PARDIÑAS,3";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"649437427";"";"";"";"";"";"32";"";"";"";
"37/000233";"Cafetería";"2ª - 1 Taza";"BOSFOROS PLAZA EBOLI";"Paseo DE LA ESTACION, S/N CENTRO COMERCIAL VIALIA";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"666270900";"";"";"";"";"";"76";"";"";"";
"05/000072";"Cafetería / Bar";"2ª - 1 Taza";"PISTON";"Calle IGLESIA 7";"05267";"Ávila";"San Bartolomé de Pinares";"SAN BARTOLOME DE PINARES";"SAN BARTOLOME DE PINARES";"920270073";"";"";"";"";"";"45";"";"";"";
"42/000076";"Cafetería";"1ª - 2 Tazas";"MANRIQUE DE LARA";"CTRA. DE EL BURGO DE OSMA, S/N";"42140";"Soria";"San Leonardo de Yagüe";"SAN LEONARDO DE YAGÜE";"";"975376059";"";"";"";"";"";"175";"";"";"";
"24/000325";"Cafetería";"2ª - 1 Taza";"SIGLO XX";"FRAY LUIS DE LEON, 26";"24005";"León";"León";"LEON";"LEON";"987210306";"";"";"";"";"";"128";"";"";"Si";
"37/000235";"Cafetería";"2ª - 1 Taza";"LOS CLAVELES";"CONCEJO,3";"37183";"Salamanca";"San Pedro de Rozados";"SAN PEDRO DE ROZADOS";"";"923344024";"";"";"";"";"";"34";"";"";"";
"05/000073";"Cafetería / Bar";"2ª - 1 Taza";"LA CASA DEL GUARDIN";"SEVERO OCHOA, 15";"05200";"Ávila";"Arévalo";"AREVALO";"";"920303085";"";"";"";"";"";"74";"";"";"";
"05/000074";"Cafetería / Bar";"2ª - 1 Taza";"EL TEJAR";"AVDA. SANTA CRUZ DE TENERIFE, 3";"05005";"Ávila";"Ávila";"AVILA";"";"920 22 45 19";"920 22 39 41";"";"";"";"";"73";"";"";"Si";
"42/000077";"Cafetería";"2ª - 1 Taza";"TRIBECA";"EL COLLADO, 7";"42002";"Soria";"Soria";"SORIA";"";"975214392";"";"";"";"";"";"70";"";"";"";
"37/000237";"Cafetería";"2ª - 1 Taza";"EL ALAMO";"PZA. DE LAS ERAS, 3";"37658";"Salamanca";"Villanueva del Conde";"VILLANUEVA DEL CONDE";"VILLANUEVA DEL CONDE";"654553505";"923437562";"";"";"";"";"44";"";"";"";
"24/000328";"Cafetería";"2ª - 1 Taza";"ROBER 2";"PRINCIPAL";"24144";"León";"San Emiliano";"VILLASECINO";"VILLASECINO";"987594202";"987240985";"";"";"";"";"69";"";"";"Si";
"05/000075";"Cafetería / Bar";"2ª - 1 Taza";"LA NIETA";"CHARCA DE LA NIETA, S/N";"05440";"Ávila";"Piedralaves";"PIEDRALAVES";"PIEDRALAVES";"677838000";"";"";"";"";"";"63";"";"";"";
"42/000078";"Cafetería / Bar";"2ª - 1 Taza";"ALBA";"CARRETERA  DE LOGROÑO, 9";"42002";"Soria";"Soria";"SORIA";"SORIA";"975223218";"";"";"";"";"";"46";"";"";"";
"37/000238";"Cafetería";"2ª - 1 Taza";"CAMPING";"CARRETERA CIUDAD RODRIGO, KM, 59";"37621";"Salamanca";"Cabaco (El)";"CABACO (EL)";"";"923454105";"";"";"";"";"";"24";"";"";"Si";
"47/000168";"Cafetería / Bar";"2ª - 1 Taza";"TERRANOVA";"Paseo ZORRILLA 183";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983245750";"";"";"";"";"";"71";"";"";"Si";
"47/000169";"Cafetería / Bar";"2ª - 1 Taza";"PIEL CANELA";"Calle HÍPICA 13";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983477696";"";"";"";"";"";"40";"";"";"Si";
"09/000154";"Cafetería";"2ª - 1 Taza";"EVOLUCION";"Calle Santa Clara, 28";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"659582112";"";"";"afbint@gmail.com";"";"";"35";"";"";"Si";
"24/000329";"Cafetería";"2ª - 1 Taza";"6X6";"RELOJERO LOSADA, 29";"24009";"León";"León";"LEON";"LEON";"987000000";"";"";"";"";"";"45";"";"";"";
"42/000079";"Cafetería / Bar";"2ª - 1 Taza";"CAFE BAR PALACIOS";"AVDA. DE MADRID, 37";"42240";"Soria";"Medinaceli";"MEDINACELI";"CENTRO";"676285872";"";"";"";"";"";"89";"";"";"";
"09/000155";"Cafetería";"2ª - 1 Taza";"BIBEY";"C/ FRANCISCO CANTERA, 5";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"";"947049005";"";"";"";"";"";"46";"";"";"Si";
"24/000330";"Cafetería";"2ª - 1 Taza";"SHUKRAM";"AV. LIBERTAD, 1, C. C. LAS MEDULAS, Local 17";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987403291";"";"";"";"";"";"56";"";"";"";
"40/000025";"Cafetería / Bar";"2ª - 1 Taza";"LA DESPENSA";"Calle LAS CUESTAS S/N";"40172";"Segovia";"Pedraza";"PEDRAZA";"PEDRAZA";"921508647";"";"";"";"";"";"69";"";"";"Si";
"24/000331";"Cafetería";"2ª - 1 Taza";"NAGUARE";"CRUZ ROJA, 6, EDIFICIO LISBOA";"24002";"León";"León";"LEON";"LEON";"987220858";"";"";"";"";"";"44";"";"";"";
"34/000055";"Cafetería";"1ª - 2 Tazas";"EL ROBLE";"C/ GRAL. MOLA 7";"34840";"Palencia";"Cervera de Pisuerga";"CERVERA DE PISUERGA";"CERVERA DE PISUERGA";"979870772";"";"";"";"";"";"54";"";"";"";
"40/000026";"Cafetería";"2ª - 1 Taza";"CAMPING EL ACUEDUCTO";"Avenida DON JUAN DE BORBÓN 49";"40005";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921425000";"669401676";"";"";"";"";"20";"";"";"Si";
"05/000077";"Cafetería / Bar";"2ª - 1 Taza";"DIVAN";"PLAZA MAGANA, 7";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"652577547";"";"";"";"";"";"65";"";"";"";
"34/000056";"Cafetería";"2ª - 1 Taza";"MARIETA";"JOSE ZORRILLA, 1";"34001";"Palencia";"Palencia";"PALENCIA";"";"979702197";"979745685";"";"";"";"";"161";"";"";"";
"37/000239";"Cafetería";"2ª - 1 Taza";"LA MARINA DE SALAMANCA";"Plaza MAYOR, 10";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923050673";"";"";"";"";"";"17";"";"";"";
"37/000241";"Cafetería";"2ª - 1 Taza";"AREA DE SERVICIO ALDEANUEVA";"AUTOVIA DE CASTILLA A-62. KM.214";"37429";"Salamanca";"Aldeanueva de Figueroa";"ALDEANUEVA DE FIGUEROA";"ALDEANUEVA DE FIGUEROA";"923170476";"";"";"";"";"";"92";"";"";"Si";
"37/000242";"Cafetería";"2ª - 1 Taza";"PISCINAS VILLAMAYOR";"Calle  ESCUELAS MENORES S.N.";"37185";"Salamanca";"Villamayor";"VILLAMAYOR";"VILLAMAYOR";"653090904";"";"";"alberto14alberto@gmail.com";"";"";"78";"";"";"Si";
"37/000243";"Cafetería";"2ª - 1 Taza";"ISATIS";"Calle ISCAR PEYRA 5";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"658601166";"";"";"c.p.anticrisis@hotmail.com";"";"";"35";"";"";"Si";
"24/000332";"Cafetería";"2ª - 1 Taza";"ESCUELA DE VUELO";"CTRA. DE VILLAMUÑIO, S/N.";"24345";"León";"Santas Martas";"VILLAMARCO";"VILLAMARCO";"608484804";"";"";"";"";"";"37";"";"";"Si";
"34/000057";"Cafetería";"2ª - 1 Taza";"PASTELERIA CAFETERIA YADIRA";"C/ CONDE GARAY, 7";"34120";"Palencia";"Carrión de los Condes";"CARRION DE LOS CONDES";"CARRION DE LOS CONDES";"979880447";"";"";"";"";"";"32";"";"";"";
"37/000244";"Cafetería";"2ª - 1 Taza";"LAS CUBAS";"SALAMANCA, 2";"37112";"Salamanca";"Zamayón";"ZAMAYON";"ZAMAYON";"923314272";"";"";"";"";"";"30";"";"";"";
"24/000333";"Cafetería";"2ª - 1 Taza";"CAFE PAULINKA";"PLAZA DE LA CONSTITUCIÓN, 18";"24640";"León";"Robla (La)";"ROBLA (LA)";"ROBLA (LA)";"987571033";"";"";"";"";"";"";"";"";"";
"24/000334";"Cafetería";"2ª - 1 Taza";"LA ROCCA";"CTRA. LEÓN-ASTORGA, KM. 23";"24392";"León";"Santa Marina del Rey";"SAN MARTIN DEL CAMINO";"";"691925293";"";"";"";"";"";"40";"";"";"";
"42/000081";"Cafetería / Bar";"2ª - 1 Taza";"TABERNA LA ESTACIÓN";"Calle ALMAZAN 5";"42004";"Soria";"Soria";"SORIA";"SORIA";"975221296";"";"";"";"";"";"69";"";"";"";
"09/000157";"Cafetería";"2ª - 1 Taza";"OQUILLAS";"Carretera Nacional I Madrid-Irún km 176";"09350";"Burgos";"Oquillas";"OQUILLAS";"OQUILLAS";"666711441";"";"";"";"";"";"32";"";"";"Si";
"42/000082";"Cafetería";"1ª - 2 Tazas";"C.S.O. CAFETERIA MONCAYO";"Calle DOCTOR SALCEDO 36";"42110";"Soria";"Ólvega";"OLVEGA";"OLVEGA";"976192322";"637511283";"";"";"";"";"110";"";"";"";
"09/000159";"Cafetería / Bar";"2ª - 1 Taza";"AREA DE SERVICIO DESFILADERO DIRECCIÓN NORTE";"Autopista AP-1 PK 63,5 SENTIDO VITORIA";"09219";"Burgos";"Ameyugo";"AMEYUGO";"*DISEMINADO*";"947354077";"";"";"";"";"";"100";"";"";"Si";
"09/000158";"Cafetería";"2ª - 1 Taza";"LA MEDIEVALE";"CENTRO COMERCIAL EL MIRADOR.CTRA/SANTANDER,KM.2";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"661784316";"";"";"";"";"";"22";"";"";"Si";
"47/000172";"Cafetería / Bar";"2ª - 1 Taza";"LA LOBA";"Carretera NACIONAL 620, KM. 169";"47500";"Valladolid";"Nava del Rey";"NAVA DEL REY";"NAVA DEL REY";"983348105";"983481005";"";"";"";"";"158";"";"";"";
"05/000078";"Cafetería";"2ª - 1 Taza";"LA TASQUITA";"C/ SAN JOSE, 2";"05416";"Ávila";"Arenal (El)";"ARENAL (EL)";"ARENAL (EL)";"920 37 52 93";"649257705";"";"";"";"";"30";"";"";"Si";
"05/000079";"Cafetería / Bar";"2ª - 1 Taza";"LA GASOLINERA";"Carretera AVILA-VILLALBA, KM. 63";"05240";"Ávila";"Navalperal de Pinares";"NAVALPERAL DE PINARES";"NAVALPERAL DE PINARES";"683357315";"";"";"";"";"";"33";"";"";"";
"37/000245";"Cafetería";"2ª - 1 Taza";"ANDÉN 47";"Calle GRAN VÍA 47  BJº";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"615378598";"";"";"";"";"";"40";"";"";"";
"05/000080";"Cafetería";"2ª - 1 Taza";"SHARKIE'S";"Calle DESCALZOS 36";"05200";"Ávila";"Arévalo";"AREVALO";"AREVALO";"920303603";"686988172";"";"";"";"";"140";"";"";"Si";
"09/000160";"Cafetería";"2ª - 1 Taza";"FONTANA CAFÉ";"Carretera Bilbao, 26";"09540";"Burgos";"Trespaderne";"TRESPADERNE";"TRESPADERNE";"947307307";"652330945";"";"";"";"";"34";"-3,38839";"42,80329";"Si";
"34/000058";"Cafetería / Bar";"2ª - 1 Taza";"NUEVO ESENTTIA";"Calle IGNACIO MARTÍNEZ AZCOITIA Nº 5";"34001";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"611427393";"682288277";"";"noe_mokalia@hotmail.com";"";"";"70";"";"";"";
"37/000247";"Cafetería";"2ª - 1 Taza";"KING KEBAB";"Paseo CANALEJAS 128";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923100344";"";"";"";"";"";"38";"";"";"Si";
"37/000246";"Cafetería";"2ª - 1 Taza";"LUI Y KEITO";"C/ VALENCIA, 13, Bajo";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923120028";"";"";"";"";"";"71";"";"";"Si";
"47/000173";"Cafetería / Bar";"2ª - 1 Taza";"ZASCANDIL";"Calle TORRECILLA 21";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"644235885";"";"";"";"";"";"75";"";"";"";
"34/000059";"Cafetería / Bar";"2ª - 1 Taza";"TRES PASOS";"C/ SAN ROQUE Nº 5";"34840";"Palencia";"Cervera de Pisuerga";"CERVERA DE PISUERGA";"CERVERA DE PISUERGA";"979871094";"";"";"";"";"";"80";"";"";"";
"09/000164";"Cafetería";"2ª - 1 Taza";"TRES CANTONES";"CL/MAYOR, 35";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"";"947191460";"";"";"";"";"";"52";"";"";"Si";
"24/000335";"Cafetería";"2ª - 1 Taza";"CAVITA";"REPUBLICA ARGENTINA, 31, BAJO";"24004";"León";"León";"LEON";"LEON";"987211655";"";"";"";"";"";"85";"";"";"";
