"N.Registro";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"05/003058";"";"MALA FAMA";"C/ JOAQUIN PASCUALITA, S/N";"05450";"Ávila";"Casavieja";"CASAVIEJA";"CASAVIEJA";"918678081";"";"";"";"";"";"";"";"";"";
"24/007857";"";"SOHO";"MATILDE CONESA, 10";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987405472";"";"";"";"";"";"26";"";"";"";
"24/007858";"";"EL GABUZO";"PLAZA MAYOR, 7";"24450";"León";"Toreno";"TORENO";"TORENO";"987533331";"";"";"";"";"";"18";"";"";"";
"24/002208";"";"BRASIL";"AVDA. SANTALLA DE OSCOS, 41";"24560";"León";"Toral de los Vados";"TORAL DE LOS VADOS";"TORAL DE LOS VADOS";"987425771";"";"";"consultoresbierzo@consultoresbierzo.com";"";"";"";"";"";"";
"24/004311";"";"HALCONES";"Plaza MAYOR 8";"24240";"León";"Santa María del Páramo";"SANTA MARIA DEL PARAMO";"SANTA MARIA DEL PARAMO";"987350470";"";"";"";"";"";"";"";"";"";
"24/005094";"";"LOS HALCONES II";"QUEIPO DE LLANO, 2";"24240";"León";"Santa María del Páramo";"SANTA MARIA DEL PARAMO";"";"";"";"";"";"";"";"";"";"";"";
"09/003629";"";"EL FRONTÓN";"CL/RÍO EBRO,35";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947310385";"677127571";"";"pecinaordaxsol@gmail.com";"";"";"33";"";"";"Si";
"47/003826";"";"LAS CUATRO CALLES";"CALVO SOTELO 9";"47170";"Valladolid";"Renedo de Esgueva";"RENEDO DE ESGUEVA";"RENEDO DE ESGUEVA";"983000000";"";"";"";"";"";"";"";"";"";
"40/000076";"";"BODEGA LOMILLOS";"Calle TENIENTE CORONEL FERNANDO DE CASTRO,  8";"40005";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"";"";"";"";"";"";"";"";"";"";
"09/000050";"";"EL SOFT";"CL/BRIVIESCA,23";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"631917863";"";"";"";"";"";"21";"";"";"Si";
"09/000391";"";"ASTURIAS";"Calle Luis Cernuda 6";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"692177491";"";"";"";"";"";"12";"";"";"";
"09/000129";"";"OJO GUAREÑA";"CL/SANTO TORIBIO, 5";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947264103";"678336920";"";"";"";"";"25";"";"";"";
"40/001003";"";"MESON EL CASTILLO";"Calle  TOLEDO, 5";"40004";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"643451510";"";"";"";"";"";"28";"";"";"";
"40/001090";"";"LOS FRAILES";"Calle JOSE ZORRILLA 115";"40005";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"616601278";"";"";"";"";"";"62";"";"";"";
"40/001444";"";"JAVI";"CALLE BERLÍN, Nº 17";"40005";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921420517";"";"";"";"";"";"12";"";"";"";
"40/000030";"";"LA VIÑA";"Calle CAÑO GRANDE, 9";"40004";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921420015";"";"";"";"";"";"";"";"";"";
"09/004592";"";"AQUARIO";"CL/FEDERICO VÉLEZ,7";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"660020479";"";"";"";"";"";"20";"";"";"Si";
"09/004593";"";"LA PLAZA";"CL/LOS PEÑONES,3";"09611";"Burgos";"Hacinas";"HACINAS";"";"679172859";"";"";"";"";"";"33";"";"";"Si";
"09/004594";"";"EL ENCINAR";"CL/REAL,33";"09454";"Burgos";"Huerta de Rey";"HINOJAR DEL REY";"";"947391265";"";"";"";"";"";"19";"";"";"Si";
"24/005609";"";"EL BIERZO";"NOCEDO, 76";"24007";"León";"León";"LEON";"";"";"";"";"";"";"";"";"";"";"";
"24/007859";"";"ALEPAN";"LUIS GUARDO REGLERO, 6";"24850";"León";"Boñar";"BOÑAR";"";"987741615";"";"";"";"";"";"12";"";"";"";
"24/007860";"";"ALEPAN";"CTRA. PUERTO SAN ISIDRO, KM.27";"24855";"León";"Puebla de Lillo";"PUEBLA DE LILLO";"PUEBLA DE LILLO";"987735009";"";"";"";"";"";"27";"";"";"";
"37/004787";"";"CHOCOLATERIA VALOR";"LIBREROS, 14, BAJO";"37008";"Salamanca";"Salamanca";"SALAMANCA";"";"923266421";"";"";"laiguanalulu@hotmail.com";"www.valor.es";"";"57";"";"";"";
"37/004788";"";"TABERNA ALBADA";"Calle DERECHA 18";"37660";"Salamanca";"Miranda del Castañar";"MIRANDA DEL CASTAÑAR";"MIRANDA DEL CASTAÑAR";"666659208";"";"";"";"";"";"23";"";"";"Si";
"37/004789";"";"AVENIDA";"AVDA. PORTUGAL, 40, BAJO";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"620874973";"";"";"";"";"";"44";"";"";"Si";
"24/003037";"";"MIRASIERRA";"PLAZA MAYOR, 8";"24855";"León";"Puebla de Lillo";"PUEBLA DE LILLO";"PUEBLA DE LILLO";"987731065";"";"";"";"";"";"";"";"";"";
"09/002882";"";"EL PARQUE";"PZA/SANTIAGO,1";"09007";"Burgos";"Burgos";"BURGOS";"";"686157178";"";"";"";"";"";"54";"";"";"";
"05/003551";"";"LA KASILLA";"PLAZA DE LOS MARTIRES, 7";"05250";"Ávila";"Hoyo de Pinares (El)";"HOYO DE PINARES (EL)";"";"645991790";"";"";"";"";"";"26";"";"";"";
"24/004624";"";"SEVY";"AVDA. SAN FROILAN, 31";"24005";"León";"León";"LEON";"LEON";"987271360";"987271360";"659489987";"";"";"";"";"";"";"";
"40/001201";"";"IBIZA";"PLAZA DOCTOR GILA, Nº 11";"40002";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921430403";"";"";"";"";"";"";"";"";"";
"09/000346";"";"TOLOÑO";"Calle Condado de Treviño, 75";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947320001";"675182412";"";"pepitalivinson@gmail.com";"";"";"13";"";"";"Si";
"40/001673";"";"LA COLONIAL";"Avenida DEL ACUECUTO 19";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921443693";"";"";"";"";"";"";"";"";"";
"34/001391";"";"TOMY'S";"C/ JOAQUIN CAMPUZANO, 14";"34480";"Palencia";"Alar del Rey";"ALAR DEL REY";"ALAR DEL REY";"660370472";"";"";"";"";"";"";"";"";"";
"24/007861";"";"LA SACRISTIA";"MANUEL CADENAS, 6";"24230";"León";"Valdevimbre";"VALDEVIMBRE";"VALDEVIMBRE";"987304044";"";"";"";"";"";"15";"";"";"";
"09/004595";"";"LA PLAZA";"Plaza Mayor, 19";"09550";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"VILLARCAYO";"VILLARCAYO";"947123188";"";"";"";"";"";"13";"";"";"Si";
"05/002030";"";"TALENTO";"C/ PADRE VICTORIANO Nº 3";"05005";"Ávila";"Ávila";"AVILA";"";"";"";"";"";"";"";"";"";"";"";
"40/001561";"";"SEGOVIA DÖNNER KEBAB";"C/ VIA ROMA, Nº 6";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921100167";"";"";"";"";"";"30";"";"";"";
"40/001266";"";"AKROPOLIS";"C/ VICENTE ALEIXANDRE, Nº 2";"40004";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"654550225";"";"";"";"";"";"";"";"";"";
"40/000056";"";"CERVECERIA AVENIDA 89";"Calle JOSE ZORRILLA, 89";"40002";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"619135568";"";"";"";"";"";"65";"";"";"";
"40/001603";"";"AQUA";"C/ DOCTOR HERNANDO, Nº 21";"40004";"Segovia";"Segovia";"SEGOVIA";"";"921441746";"";"";"";"";"";"";"";"";"";
"09/001032";"";"PARIS";"CL/COMUNEROS DE CASTILLA,1";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"";"947311875";"";"";"";"";"";"9";"";"";"Si";
"24/007862";"";"BABU";"AVDA. CONSTITUCION, 31";"24850";"León";"Boñar";"BOÑAR";"";"639729625";"";"";"";"";"";"";"";"";"";
"05/003552";"";"DON CARLOS";"C/ JACOBO ROMERO S/N";"05570";"Ávila";"Villafranca de la Sierra";"VILLAFRANCA DE LA SIERRA";"VILLAFRANCA DE LA SIERRA";"920367693";"6525567951";"";"";"";"";"";"";"";"Si";
"34/001289";"";"PHARAÓN";"CALLE MARIANO PRIETO, 1";"34002";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979746064";"";"";"";"";"";"";"";"";"";
"49/002997";"";"SELVATIKA COCKTAILS & MIXED";"Calle  EL TEJO 7";"49029";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"620797373";"620797373";"";"ventas@elpasacable.com";"";"";"15";"";"";"";
"49/002996";"";"MERCURIO";"C/ MARAGATOS, 43";"49600";"Zamora";"Benavente";"BENAVENTE";"BENAVENTE";"980632716";"";"";"";"";"";"28";"";"";"";
"47/002007";"";"SHERATON";"VEGA 23";"47004";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983000000";"";"";"";"";"";"";"";"";"";
"47/003134";"";"EL FAROL";"CAMILO JOSE CELA 3";"47140";"Valladolid";"Laguna de Duero";"LAGUNA DE DUERO";"LAGUNA DE DUERO";"675474512";"";"";"isasanz1974@hotmail.com";"";"";"";"";"";"";
"47/000261";"";"SAHARA";"CONDE DE RIBADEO 1";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983-258954";"";"";"";"";"";"23";"";"";"";
"40/001862";"";"TEMPLE TAVERN";"C/ RIO TAJO, S/N";"40424";"Segovia";"Espinar (El)";"ANGELES DE SAN RAFAEL (LOS)";"ANGELES DE SAN RAFAEL (LOS)";"921195800";"";"";"";"";"";"116";"";"";"";
"09/004596";"";"LA QUEDADITA";"Calle San Juan de Ortega, 13";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"660591130";"";"";"alvaro26103@hotmail.com";"";"";"28";"";"";"Si";
"09/004597";"";"BONACHE";"CL/CONDE DON SANCHO,1";"09005";"Burgos";"Burgos";"BURGOS";"";"947061992";"";"";"";"";"";"47";"";"";"";
"05/003553";"";"LA VEGA";"PLAZA CONSTITUCION, 1";"05292";"Ávila";"Vega de Santa María";"VEGA DE SANTA MARIA";"VEGA DE SANTA MARIA";"920201410";"600637464";"";"aifregm.vega@gmail.com";"";"";"";"";"";"";
"40/001016";"";"SALON DE TE DIVAS";"C/ JOSE ZORRILLA, 48";"40002";"Segovia";"Segovia";"SEGOVIA";"";"921427780";"";"";"";"";"";"";"";"";"";
"34/002445";"";"LA PUERTA FALSA";"C/ RONDA GARCIA Nº 13";"34100";"Palencia";"Saldaña";"SALDAÑA";"SALDAÑA";"979894506";"";"";"";"";"";"98";"";"";"";
"40/001120";"";"LA SIERRA";"C/ ANTONIO MACHADO, Nº 1";"40100";"Segovia";"Espinar (El)";"ESPINAR (EL)";"ESPINAR (EL)";"921182172";"";"";"";"";"";"";"";"";"";
"24/005537";"";"EL SKAKEO";"ALCON, 16";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"600 236 244";"";"";"";"";"";"";"";"";"";
"40/001455";"";"EL RESCOLDO";"C/ PASCUAL MARIN, 28";"40004";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921444295";"";"";"";"";"";"65";"";"";"";
"24/005727";"";"EL RINCON DE LITA";"Calle PEREZ COLINO 15";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987418719";"";"";"";"";"";"30";"";"";"";
"05/003554";"";"KILOMETRO CERO";"CARRETERA DE MADRID, Nº 187";"05100";"Ávila";"Navaluenga";"NAVALUENGA";"";"606526575";"";"";"";"";"";"52";"";"";"";
"40/001537";"";"LA CALESA";"PLAZA MAYOR, 7";"40172";"Segovia";"Pedraza";"PEDRAZA";"PEDRAZA";"921509872";"";"";"";"";"";"";"";"";"";
"40/001658";"";"EL PAJAR";"C/ TORIL, 2";"40180";"Segovia";"Brieva";"BRIEVA";"BRIEVA";"921404083";"";"";"";"";"";"";"";"";"";
"24/000368";"";"LA GRAN TASCA";"REINA Y SANTA, 45";"24008";"León";"León";"LEON";"LEON";"987 225025";"";"";"";"";"";"";"";"";"";
"24/001462";"";"LA RIBERA";"FERNANDO GONZALEZ REGUERAL, 8";"24003";"León";"León";"LEON";"LEON";"";"";"";"";"";"";"";"";"";"";
"24/005761";"";"OASIS";"LA VICTORIA, 4";"";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"";"";"";"";"";"";"";"";"";"";"";
"34/002069";"";"V.POLO";"PLAZA DE LEÓN, 5";"34001";"Palencia";"Palencia";"PALENCIA";"";"";"";"";"";"";"";"";"";"";"";
"40/000500";"";"LA ESTRELLA";"Carretera  SORIA-PLASENCIA, KM. 230";"40150";"Segovia";"Villacastín";"VILLACASTIN";"VILLACASTIN";"921197115";"";"";"";"";"";"";"";"";"";
"40/000047";"";"BAR CHURRERIA MARMEL";"Calle JOSE ZORRILLA, 119";"40002";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921421057";"";"";"";"";"";"15";"";"";"";
"40/001713";"";"NUEVA SEGOVIA";"C/ VICENTE ALEIXANDRE, Nº  23";"40004";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921426068";"921449636";"";"";"";"";"";"";"";"";
"40/000129";"";"ESPAÑA";"Plaza  DE LA UNIVERSIDAD, 7";"40002";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921420020";"";"";"";"";"";"";"";"";"";
"40/001103";"";"LA NICOLASA";"PLAZA DEL POTRO, Nº 2";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"699903526";"646105920";"921414100";"RESERVAS@RESTAURANTEELTARTARE.COM";"";"";"23";"";"";"";
"24/001008";"";"CRESPO";"EL CASTILLO, 3";"24344";"León";"Villamartín de Don Sancho";"VILLAMARTIN DE DON SANCHO";"VILLAMARTIN DE DON SANCHO";"987700160";"";"";"";"";"";"";"";"";"Si";
"34/000771";"";"MESON LOS TORREROS";"C/ LOS TORREROS 9";"34247";"Palencia";"Cevico Navero";"CEVICO NAVERO";"CEVICO NAVERO";"634818795";"647418539";"";"lostorrerosdecevico@gmail.com";"";"";"";"";"";"";
"09/000472";"";"LA PLAZA";"PLAZA MAYOR,3";"09119";"Burgos";"Balbases (Los)";"BALBASES (LOS)";"BALBASES (LOS)";"650439735";"";"";"";"";"";"12";"";"";"";
"49/002979";"";"EL BUCLE";"C/ ARCIPRESTE, S/N";"49001";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"615649926";"";"";"";"";"";"28";"";"";"";
"49/002999";"";"EL BAR DE MOES";"C/ TRAVIESA, 2, BAJO";"49003";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980111111";"";"";"";"";"";"10";"";"";"";
"40/000015";"";"NORTE";"Calle JOSE ZORILLA, 118";"40002";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921";"";"";"";"";"";"";"";"";"";
"40/001413";"";"KRONE";"Plaza FERNANDO DE ROJAS 3";"40006";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921";"";"";"";"";"";"16";"";"";"";
"24/004928";"";"ESME";"LA IGLESIA, S/N";"24855";"León";"Puebla de Lillo";"REDIPOLLOS";"REDIPOLLOS";"987000000";"";"";"";"";"";"";"";"";"";
"24/000157";"";"CONDE";"PLAZA MAYOR, 2";"24174";"León";"Cea";"CEA";"CEA";"630768220";"";"";"";"";"";"";"";"";"";
"09/000829";"";"THE AMERICAN SIGLO";"CL/COMUNEROS DE CASTILLA,17";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"636597612";"";"";"buffy138@hotmail.com";"";"";"38";"";"";"";
"24/005583";"";"EL CAPRICHO";"Calle GARCIA BUELTA, 21";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"987 470654";"";"";"";"";"";"";"";"";"";
"24/001310";"";"TORIO";"MARIANO ANDRES, 110";"24008";"León";"León";"LEON";"LEON";"666234585";"";"";"";"";"";"";"";"";"";
"24/007864";"";"GALLARDO";"Calle LAUREANO DIEZ CANSECO, 25";"24009";"León";"León";"LEON";"LEON";"608972423";"";"";"";"";"";"";"";"";"";
"37/000195";"";"BIARRITZ";"ZUÑIGA RODRIGUEZ, 3";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"923404455";"692103131";"923993024";"jalmoguera.3@gmail.com";"";"";"";"";"";"";
"24/007865";"";"BURGUER LAS SALAS";"C/ALCALDE MIGUEL CASTAÑO, 12";"24005";"León";"León";"LEON";"LEON";"632962952";"987216454";"632962952";"";"";"";"";"";"";"";
"09/004598";"";"LA TABERNA DEL ERIZO";"CL/ANTONIA TORRES, 28";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"MEDINA DE POMAR";"947147390";"";"";"";"";"";"20";"";"";"";
"37/000322";"";"EL TESO";"C/ ISAAC PERAL, 5";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"636303690";"";"";"";"";"";"";"";"";"Si";
"37/003476";"";"CENTRAL";"SANTIAGO VEGAS ARRANZ, 2";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"677509647";"";"";"";"";"";"";"";"";"";
"24/001725";"";"CALIFORNIA";"C/ La Vega, nº 2";"24548";"León";"Cacabelos";"QUILOS";"QUILOS";"677439026";"";"";"";"";"";"";"";"";"";
"40/000023";"";"BUENA VISTA";"Calle  VALDEVILLA, 58";"40005";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"00000000";"";"";"";"";"";"";"";"";"";
"40/000415";"";"MONTALVO";"Carretera DE SAN RAFAEL, 46";"40195";"Segovia";"Segovia";"REVENGA";"REVENGA";"921421073";"";"";"";"";"";"";"";"";"";
"40/000857";"";"LA BODEGA";"Calle  ALTO DEL LEON 41";"40410";"Segovia";"Espinar (El)";"SAN RAFAEL";"SAN RAFAEL";"921171165";"";"";"LASERRATA@HOTMAIL.ES";"";"";"39";"";"";"Si";
"47/004586";"";"CLUB SOCIAL";"SORIA, AVDA KM. 3,5";"47012";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983-213181";"618-272416";"";"";"";"";"85";"";"";"";
"47/004587";"";"ZEEN";"DERECHA AL COSO 5";"47300";"Valladolid";"Peñafiel";"PEÑAFIEL";"PEÑAFIEL";"620359100";"983880224";"";"XEENPEÑAFIEL@HOTMAIL.ES";"";"";"56";"";"";"";
"47/004588";"";"PARIS";"PLAZA DEL PAN, Nº 1";"47400";"Valladolid";"Medina del Campo";"MEDINA DEL CAMPO";"";"983-803645";"650-035070";"";"";"";"";"34";"";"";"";
"47/004589";"";"CERANDA";"SAN MIGUEL, PLAZA 2";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983-188612";"660-017894";"";"";"";"";"36";"";"";"";
"47/004590";"";"LA EMBAJADA";"Calle SAN BENITO C/V A C/ GENERAL ALMIRANTE";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"636723452";"";"";"comacafeycopas@gmail.com";"";"";"80";"";"";"";
"47/004591";"";"GASDECA CAFE Y COPAS";"COLON, AVDA 175";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"983-241933";"";"";"";"";"";"55";"";"";"";
"49/003001";"";"AUTOCTONO";"Calle  BALBORRAZ 45";"49002";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"638028028";"";"";"";"";"";"18";"";"";"Si";
"40/000084";"";"CANAVAN'S THEATRE";"Plaza DE LA RUBIA 2";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921460252";"665552025";"";"djmbeat@hotmail.com";"";"";"185";"";"";"";
"40/000850";"";"MARVI";"C/ ARENAL, 19";"40353";"Segovia";"Hontalbilla";"HONTALBILLA";"HONTALBILLA";"";"";"";"";"";"";"";"";"";"";
"24/005886";"";"LOS CLAVELES";"VICTOR DE LOS RIOS, 32";"24006";"León";"León";"LEON";"LEON";"987263084";"";"";"";"";"";"";"";"";"";
"40/001399";"";"ARCO";"C/ ALFREDO RIAÑO, Nº 14";"40542";"Segovia";"Montejo de la Vega de la Serrezuela";"MONTEJO DE LA VEGA DE LA SERREZUELA";"MONTEJO DE LA VEGA DE LA SERREZUELA";"921532315";"";"";"";"";"";"";"";"";"";
"40/000185";"";"POSTIGO";"Plaza LA IGLESIA 3";"40360";"Segovia";"Cantimpalos";"CANTIMPALOS";"CANTIMPALOS";"921496225";"";"";"";"";"";"";"";"";"";
"24/005501";"";"EL MENTIDERO";"PZA. DE LOS PUEBLOS, ESQ. SOLASIERRA, S/N";"24900";"León";"Riaño";"RIAÑO";"RIAÑO";"987740715";"";"";"";"";"";"";"";"";"";
"24/007867";"";"LAS ERAS";"CARRIZO, 47";"24285";"León";"Quintana del Castillo";"RIOFRIO";"RIOFRIO";"987383156";"";"";"";"";"";"27";"";"";"";
"49/003002";"";"DON DE KIKO";"C/ Cerrada, 5";"49800";"Zamora";"Toro";"TORO";"TORO";"639116393";"";"";"";"";"";"16";"";"";"";
"40/001152";"";"ALAMILLO";"C/ ALAMILLO, Nº 12";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"692153960";"";"";"";"";"";"20";"";"";"";
"40/001332";"";"LA PLAZA";"PLAZA MAYOR, Nº 5";"40313";"Segovia";"Torreadrada";"TORREADRADA";"TORREADRADA";"921533011";"649398240";"";"";"";"";"50";"";"";"";
"37/004151";"";"KARAHY";"Pº DE LOS ROBLES, 33-35, BAJO";"37004";"Salamanca";"Salamanca";"SALAMANCA";"";"";"";"";"";"";"";"";"";"";"";
"24/007868";"";"EL MOLINILLO";"BURGO NUEVO, 4";"24001";"León";"León";"LEON";"LEON";"645865464";"";"";"";"";"";"";"";"";"";
"37/003760";"";"CARMINA";"CAMINO EL VENTORRO, 1";"37796";"Salamanca";"Arapiles";"TORRES (LAS)";"";"";"";"";"";"";"";"";"";"";"";
"49/003003";"";"SAN MARTÍN";"Carretera Villalpando, km. 6.2";"49121";"Zamora";"Monfarracinos";"MONFARRACINOS";"MONFARRACINOS";"693410650";"";"";"";"";"";"21";"";"";"";
"24/007869";"";"ARENA";"MARAVILLAS, 4";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987752267";"";"";"";"";"";"50";"";"";"Si";
"24/007870";"";"LA SIFONERÍA";"C/ BARAHONA, 23";"24003";"León";"León";"LEON";"LEON";"609548949";"";"";"";"";"";"34";"";"";"Si";
"37/004460";"";"AQUI TE ESPERO";"MARCONI, 1";"37004";"Salamanca";"Salamanca";"SALAMANCA";"";"";"";"";"";"";"";"";"";"";"";
"37/004489";"";"ZENIT";"Plaza BARCELONA 7";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"652804198";"";"";"";"";"";"50";"";"";"";
"37/003109";"";"LA CABEZA";"SAN ROQUE, 6";"37777";"Salamanca";"Cabeza de Béjar (La)";"CABEZA DE BEJAR (LA)";"";"";"";"";"";"";"";"";"";"";"";
"37/004793";"";"CALEDONIA COFFE HOUSE";"PEÑA PRIMERA, 17-29, BAJO";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"662054237";"";"";"fran_rm4@hotmail.com";"";"";"13";"";"";"";
"37/000225";"";"+KTAPAS";"VAN DICK, 11";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"665363441";"";"";"anabelmaestre24@gmail.com";"";"";"";"";"";"";
"37/000122";"";"MONTECITO";"C/ ARAPILES, 9-13, BAJO";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923611123";"";"";"";"";"";"";"";"";"";
"37/004791";"";"EL SITIO";"PZA. MAYOR, 4, SOTANO";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"";"923460562";"";"";"";"";"";"13";"";"";"";
"37/004792";"";"EL COSSIO";"AVDA. SAN AGUSTIN, 44, BAJO";"37005";"Salamanca";"Salamanca";"SALAMANCA";"";"923124683";"";"";"";"";"";"37";"";"";"";
"24/007871";"";"AREA RECREATIVA DE CARUCEDO";"AREA RECREATIVA DEL LAGO DE CARUCEDO";"24442";"León";"Carucedo";"CARUCEDO";"CARUCEDO";"687492923";"";"";"";"";"";"23";"";"";"";
"40/000222";"";"BODEGUILLA RENEDO";"Calle SEGOVIA 36";"40200";"Segovia";"Cuéllar";"CUELLAR";"CUELLAR";"921140276";"";"";"";"";"";"";"";"";"";
"49/001706";"";"LOS TOREROS";"Calle del Medio, 24";"49660";"Zamora";"Castrogonzalo";"CASTROGONZALO";"CASTROGONZALO";"675514099";"";"";"";"";"";"48";"";"";"Si";
"05/003555";"";"EL RINCON DEL FRANCES";"C/ LA IGLESIA Nº 7";"05270";"Ávila";"Tiemblo (El)";"TIEMBLO (EL)";"TIEMBLO (EL)";"691885519";"";"";"";"";"";"";"";"";"";
"05/003556";"";"SINDICAL";"C/ POCAPENA, Nº 37";"05292";"Ávila";"Pajares de Adaja";"PAJARES DE ADAJA";"PAJARES DE ADAJA";"690753466";"";"";"";"";"";"";"";"";"";
"24/007872";"";"CAFE TEATRO IGUANA ROAD";"LOS MESONES, S/N";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"MANSILLA DE LAS MULAS";"670414283";"";"";"";"";"";"";"";"";"";
"24/003921";"";"ULISES";"PZA. REYES CATOLICOS, 16";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"609035489";"";"";"";"";"";"";"";"";"";
"05/001388";"";"SIERRA DE GREDOS";"CARRETERA DE BARCO";"05633";"Ávila";"San Juan de Gredos";"NAVACEPEDA DE TORMES";"NAVACEPEDA DE TORMES";"920349206";"";"";"";"";"";"";"";"";"";
"24/003868";"";"ANCAR";"CARRETERA ALFAGEME, 23";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987000000";"";"";"";"";"";"";"";"";"";
"40/000206";"";"EL RINCONCITO";"Paseo LAS OLMAS, 2";"40480";"Segovia";"Coca";"COCA";"COCA";"629509924";"";"";"";"";"";"";"";"";"";
"40/000128";"";"NIZA";"Paseo  CONDE SEPULVEDA, 5";"40002";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921420028";"";"";"";"";"";"";"";"";"";
"09/004120";"";"PLAZA";"PLAZA MAYOR,S/N";"09228";"Burgos";"Presencio";"PRESENCIO";"PRESENCIO";"670092122";"";"";"";"";"";"10";"";"";"";
"34/001894";"";"RANTANPLAN";"PLAZA DE SAN PABLO, 6";"34005";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979746064";"";"";"";"";"";"";"";"";"";
"24/005986";"";"OHLALA";"CAPITAN CORTES, 1";"24001";"León";"León";"LEON";"LEON";"987263459";"";"";"";"";"";"";"";"";"";
"47/004592";"";"V & M";"Paseo ZORRILLA 99";"47006";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983150240";"";"";"giomarket@outlook.es";"";"";"28";"";"";"";
