"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"09/000147";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA PERLA";"Plaza Arco Isilla, 13";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"646973360";"";"";"";"";"";"59";"";"";"";
"09/000154";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"RAUDA(CERRADO)";"SAN FRANCISCO, 19";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947509746";"947505746";"";"";"";"";"24";"";"";"";
"09/000142";"Restaurante / Bar";"3ª - 2 Tenedores";"";"ASADOR DE ARANDA";"PZA/JARDINES DE DON DIEGO, 5";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947 502902";"";"";"aranda@hoteljulia.es";"www.asadordearanda.com";"";"71";"";"";"";
"09/000259";"Restaurante / Bar";"3ª - 2 Tenedores";"";"GARAIN";"Avenida Cerezo de Río Tirón, 7";"09250";"Burgos";"Belorado";"BELORADO";"BELORADO";"947581605";"";"";"restaurantegarain@gmail.com";"";"";"277";"-3,189796";"42,420408";"";
"09/000054";"Restaurante / Bar";"4ª - 1 Tenedor";"";"AMPARO";"CTRA. BILBAO, 18, 20";"09511";"Burgos";"Berberana";"BERBERANA";"";"947 351553";"";"";"";"";"";"56";"";"";"";
"09/000126";"Restaurante / Bar";"4ª - 1 Tenedor";"";"BERBERANA";"ALAÑA, S/N";"09511";"Burgos";"Berberana";"BERBERANA";"BERBERANA";"947351515";"";"";"";"";"";"71";"";"";"";
"09/000319";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL NIÑO";"ESTACION DE BERCEDO";"09569";"Burgos";"Merindad de Montija";"BERCEDO";"BERCEDO";"947140071";"";"";"";"";"";"36";"";"";"";
"09/000157";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"AREA DE SERVICIO BRIVIESCA DIRECCIÓN NORTE";"Autopista AP1 KM 36,5 (SENTIDO VITORIA)";"09240";"Burgos";"Briviesca";"BRIVIESCA";"*DISEMINADO*";"947590999";"";"";"briviesca-1@autogrill.net";"";"";"130";"-3,332546";"42,526749";"Si";
"09/000293";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CASA FLOREN";"CL/MARQUÉS DE TORRESOTO, 11";"09240";"Burgos";"Briviesca";"BRIVIESCA";"BRIVIESCA";"620704565";"";"";"";"";"";"36";"-3,3166667";"42,55";"";
"09/000262";"Restaurante";"3ª - 2 Tenedores";"";"EL CONCEJO";"PZA. MAYOR, 14";"09240";"Burgos";"Briviesca";"BRIVIESCA";"BRIVIESCA";"947591686";"591469";"";"";"";"";"88";"";"";"";
"09/000107";"Restaurante / Bar";"3ª - 2 Tenedores";"";"FORTU";"Calle Marqués de Torresoto 11";"09240";"Burgos";"Briviesca";"BRIVIESCA";"BRIVIESCA";"947590719";"";"";"";"www.restaurantefortu.es";"";"50";"";"";"Si";
"09/000212";"Restaurante / Bar";"3ª - 2 Tenedores";"";"QUINTA DE CAVIA";"Carretera Valladolid 17";"09239";"Burgos";"Cavia";"CAVIA";"*DISEMINADO*";"947412078";"663816185";"";"reservas@quintadecavia.es";"www.quintadecavia.es";"";"100";"-3,85121";"42,292529";"Si";
"09/000300";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA PLAZA";"PZA. MAYOR, S/N";"09451";"Burgos";"Caleruega";"CALERUEGA";"CALERUEGA";"947 534201";"";"";"";"";"";"36";"";"";"";
"09/000166";"Restaurante / Bar";"3ª - 2 Tenedores";"";"COCO ATAPUERCA SHOW";"CTRA/FUENTES BLANCAS, KM. 6";"09193";"Burgos";"Cardeñajimeno";"CARDEÑAJIMENO";"*DISEMINADO*";"947 483603";"947 481195";"";"";"";"";"578";"";"";"Si";
"09/000120";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LOS BRASEROS";"CTRA/LOGROÑO, KM. 102";"09193";"Burgos";"Castrillo del Val";"CASTRILLO DEL VAL";"*DISEMINADO*";"947421201";"";"";"";"www.restaurantelosbraseros.es";"";"280";"-3,566575";"42,333497";"Si";
"09/000148";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CASA HILARIO";"VICTOR BARBADILLO, 27";"09340";"Burgos";"Covarrubias";"COVARRUBIAS";"";"947 403146";"";"";"";"";"";"100";"";"";"";
"09/000215";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL CUEVANO";"CL/EL FIELATO, 5";"09560";"Burgos";"Espinosa de los Monteros";"ESPINOSA DE LOS MONTEROS";"ESPINOSA DE LOS MONTEROS";"947 120193";"";"";"";"";"";"60";"";"";"";
"09/000122";"Restaurante / Bar";"4ª - 1 Tenedor";"";"ORTIZ";"Calle Mercado 19";"09211";"Burgos";"Frías";"FRIAS";"FRIAS";"653694713";"";"";"restauranteortiz@gmail.com";"";"";"40";"";"";"";
"09/000307";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA SOLANAS";"CTRA. N-122, KM. 286";"09315";"Burgos";"Fuentecén";"FUENTECEN";"*DISEMINADO*";"947532601";"";"";"riberasolanas@yahoo.es";"";"";"36";"";"";"Si";
"09/000146";"Restaurante";"3ª - 2 Tenedores";"";"MESON DEL CID";"ZAMORA, S/N";"09554";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"HORNA";"";"947 131171";"";"";"";"";"";"45";"";"";"";
"09/000114";"Restaurante / Bar";"3ª - 2 Tenedores";"";"MESON EL CABRIO(CIERRE TEMPORAL)";"CTRA. BILBAO-REINOSA, KM. 56";"09587";"Burgos";"Valle de Mena";"LECIÑANA DE MENA";"LECIÑANA";"947 126074";"";"";"";"";"";"40";"";"";"";
"09/000072";"Restaurante / Bar";"3ª - 2 Tenedores";"";"EL AGUILA";"GRAL. PRIMO DE RIVERA, 19";"09340";"Burgos";"Lerma";"LERMA";"LERMA";"947 170038";"947 170005";"";"";"";"";"40";"";"";"";
"09/000134";"Restaurante";"3ª - 2 Tenedores";"";"LIS 2";"Paseo PASEO DE LOS MESONES, 3";"09340";"Burgos";"Lerma";"LERMA";"LERMA";"947170125";"";"";"info@restaurantelis2.com";"";"";"110";"-3,760098";"42,027739";"";
"09/000287";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"EL MOLINO";"Calle Juan de Medina, 13";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"MEDINA DE POMAR";"643674673";"";"";"silviamepo@hotmail.com";"";"";"87";"-3,486564";"42,934161";"Si";
"09/000144";"Restaurante";"3ª - 2 Tenedores";"";"MESON RIO NELA(CIERRE TEMPORAL)";"NTRA. SEÑORA DEL SOCORRO, 1";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"MEDINA DE POMAR";"947 110753";"";"";"";"";"";"64";"";"";"";
"09/000273";"Restaurante / Bar";"3ª - 2 Tenedores";"";"SAN FRANCISCO";"CL/SAN JUAN DE ORTEGA, 3";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"MEDINA DE POMAR";"947 191277";"";"";"";"";"";"79";"";"";"";
"09/000276";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MESON LOLA";"CABO CASTILLA, 1";"09100";"Burgos";"Melgar de Fernamental";"MELGAR DE FERNAMENTAL";"";"947 373846";"";"";"";"";"";"26";"";"";"";
"09/000074";"Restaurante / Bar";"3ª - 2 Tenedores";"";"BODEGUILLA RIOJANA";"RAMON Y CAJAL, 21";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947 311048";"";"";"";"";"";"28";"";"";"";
"09/000077";"Restaurante / Bar";"4ª - 1 Tenedor";"";"XIU-DAO CHENG";"CL/COMUNEROS DE CASTILLA, 6-8";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"626676956";"";"";"";"";"";"90";"";"";"";
"09/000223";"Restaurante / Bar";"4ª - 1 Tenedor";"";"PIZZERIA SCACCIATTA";"ESTACION, 23";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947 331244";"";"";"";"";"";"54";"";"";"";
"09/000322";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA COLINA";"LOS ANGELES, M-6, V-3";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947 314027";"";"";"";"";"";"32";"-2,92179";"42,68378";"";
"09/000137";"Restaurante / Bar";"3ª - 2 Tenedores";"";"CHACOLI CHAMORRO";"LA CRUZ, 8";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947 311129";"";"";"";"";"";"32";"";"";"";
"09/000092";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"HORNO DE SAN JUAN";"Calle Burgos, s/n";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947311843";"619491549";"";"reservas@restaurantehornodesanjuan.com";"www.restaurantehornodesanjuan.com";"";"217";"-2,9531969";"42,68921";"Si";
"09/000088";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA PICOTA";"Calle La Fuente, 12";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947 312023";"";"";"fiscal@siemmiranda.com";"";"";"50";"";"";"Si";
"09/000226";"Restaurante";"1ª - 4 Tenedores";"";"CARBÓN RESTAURANTE";"Calle La Estación, 80";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"609260240";"";"";"administracion@espaciobocca.com";"www.carbonrestaurante.com";"";"95";"";"";"Si";
"09/000155";"Restaurante / Bar";"3ª - 2 Tenedores";"";"MESON LA PARRILLA";"ARENAL, 110";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947 311224";"";"";"";"";"";"77";"";"";"";
"09/000009";"Restaurante";"4ª - 1 Tenedor";"";"LA VASCA";"OLMO, 3";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"";"947 311301";"";"";"";"";"";"98";"";"";"";
"09/000275";"Restaurante / Bar";"4ª - 1 Tenedor";"";"COBRA";"Carretera Trespaderne, 19";"09549";"Burgos";"Valle de Tobalina";"PEDROSA DE TOBALINA";"PEDROSA DE TOBALINA";"947640167";"";"";"vallepozas78@gmail.com";"";"";"60";"-3,3312369";"42,8482689";"";
"09/000035";"Restaurante / Bar";"3ª - 2 Tenedores";"";"CASA PALACIOS";"CL/ARROYO LA PAÚL, 1";"09294";"Burgos";"Puebla de Arganzón (La)";"PUEBLA DE ARGANZON (LA)";"PUEBLA DE ARGANZON (LA)";"945 373030";"654742081";"";"";"";"";"92";"-2,83154";"42,7663";"";
"09/000099";"Restaurante";"3ª - 2 Tenedores";"";"EL MORENO";"CTRA. DEL RIVERO, 138";"09510";"Burgos";"Valle de Losa";"QUINCOCES DE YUSO";"QUINCOCES DE YUSO";"947 119030";"";"";"";"";"";"60";"";"";"";
"09/000030";"Restaurante / Bar";"3ª - 2 Tenedores";"";"VENTA LA PETRA(CIERRE TEMPORAL)";"CTRA. SAGUNTO-BURGOS, KM. 478";"09620";"Burgos";"Revillarruz";"REVILLARRUZ";"*DISEMINADO*";"947 404040";"947 405324";"";"";"";"";"73";"";"";"";
"09/000186";"Restaurante / Bar";"3ª - 2 Tenedores";"";"VIRGEN DE LA VEGA";"CL/SANTO DOMINGO,41";"09300";"Burgos";"Roa";"ROA";"ROA";"947 540452";"";"";"";"";"";"76";"";"";"";
"09/000106";"Restaurante";"3ª - 2 Tenedores";"";"MORENO";"CL/FILOMENA HUERTA, Nº 3";"09600";"Burgos";"Salas de los Infantes";"SALAS DE LOS INFANTES";"SALAS DE LOS INFANTES";"947380210";"";"";"";"";"";"90";"";"";"Si";
"09/000116";"Restaurante / Bar";"3ª - 2 Tenedores";"";"JESUS";"Carretera CTRA. N-I, KM. 245-VILLAFRIA";"09192";"Burgos";"Burgos";"BURGOS";"BURGOS";"947225031";"";"";"";"";"";"60";"-3,622036";"42,36422";"";
"09/000013";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LAS VEGAS";"CTRA/Madrid-Irún, km,245";"09007";"Burgos";"Burgos";"VILLAFRIA";"VILLAFRIA";"947484453";"947485097";"";"reservas@hotelasvegas.com";"www.hotelasvegas.com";"";"300";"";"";"";
"09/000181";"Restaurante";"3ª - 2 Tenedores";"";"LA PARADA";"CTRA. BURGOS-VALLADOLID, KM. 25";"09227";"Burgos";"Villaldemiro";"VILLALDEMIRO";"*DISEMINADO*";"000000000";"";"";"";"";"";"60";"";"";"";
"09/000179";"Restaurante";"3ª - 2 Tenedores";"";"LAS POSTAS DE ARGAÑO";"AVDA/RODRIGUEZ DE VALCARCEL,S/N";"09652";"Burgos";"Villanueva de Argaño";"VILLANUEVA DE ARGAÑO";"VILLANUEVA DE ARGAÑO";"947 450156";"";"";"laspostas1877@telefonica.net";"";"";"110";"";"";"";
"09/000264";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA PALLOZA";"CTRA. BURGOS-VALLADOLID";"09226";"Burgos";"Villaquirán de los Infantes";"VILLAQUIRAN DE LOS INFANTES";"*DISEMINADO*";"947 161247";"";"";"";"";"";"48";"";"";"";
"09/000129";"Restaurante / Bar";"3ª - 2 Tenedores";"";"CASINO";"BURGOS, 10";"09550";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"VILLARCAYO";"VILLARCAYO";"947 131277";"";"";"";"";"";"30";"";"";"";
"09/000159";"Restaurante / Bar";"3ª - 2 Tenedores";"";"EL REFUGIO";"CL/SANTA MARIA, 2";"09580";"Burgos";"Valle de Mena";"VILLASANA DE MENA";"VILLASANA DE MENA";"609550830";"";"";"";"";"";"45";"";"";"";
"09/000045";"Restaurante";"3ª - 2 Tenedores";"";"LA VASQUITA";"ELADIO BUSTAMANTE, 37";"09580";"Burgos";"Valle de Mena";"VILLASANA DE MENA";"VILLASANA DE MENA";"947 126069";"";"";"";"";"";"28";"";"";"";
"09/000132";"Restaurante";"3ª - 2 Tenedores";"";"LOS ROBLES";"CTRA. BURGOS-BILBAO";"09569";"Burgos";"Merindad de Montija";"VILLASANTE";"";"947 140023";"947 140022";"";"";"";"";"104";"";"";"";
"09/000046";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA VENTILLA";"CARRETERA DE LOGROÑO, 3-5";"09007";"Burgos";"Burgos";"VILLAYUDA O LA VENTILLA";"VILLAYUDA O LA VENTILLA";"947486303";"947486303";"";"";"";"";"63";"-3,6518065";"42,3452557";"Si";
"09/000271";"Restaurante / Bar";"4ª - 1 Tenedor";"";"AREA PENTASA-3";"JUAN RAMON JIMENEZ, NAVE 48 A";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"696993996";"";"";"";"";"";"30";"-3,661624";"42,354481";"";
"09/000285";"Restaurante / Bar";"4ª - 1 Tenedor";"";"ASADOR LOS TRILLOS";"DON JUAN DE AUSTRIA, 20";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947 460026";"947 460728";"";"";"";"";"130";"-3,7292339";"42,3405824";"";
"09/000018";"Restaurante / Bar";"4ª - 1 Tenedor";"";"AVELINO";"EMPERADOR, 58";"09003";"Burgos";"Burgos";"BURGOS";"";"947 206192";"";"";"";"";"";"150";"";"";"";
"09/000302";"Restaurante";"4ª - 1 Tenedor";"";"PEKIN";"ARZOBISPO DE CASTRO, 3";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947 215126";"";"";"";"";"";"84";"-3,6698869";"42,3518532";"";
"09/000292";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CAMPING FUENTES BLANCAS";"Carretera Cartuja de Miraflores km. 3,5";"09193";"Burgos";"Burgos";"BURGOS";"BURGOS";"947483480";"";"";"";"";"";"91";"-3,65761";"42,34158";"";
"09/000320";"Restaurante / Bar";"3ª - 2 Tenedores";"";"DON JAMÓN";"CL/ALVAR GARCIA,2";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947 272872";"";"";"burgosdonjamon@gmail.com";"";"";"34";"";"";"Si";
"09/000082";"Restaurante / Bar";"3ª - 2 Tenedores";"";"GAMONAL";"VITORIA, 191";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947220036";"";"";"";"";"";"20";"-3,6686856";"42,3536142";"";
"09/000325";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA GLORIA";"Calle PUERTA ROMEROS, 1";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947205950";"";"";"";"";"";"40";"-3,728663";"42,340986";"";
"09/000170";"Restaurante / Bar";"4ª - 1 Tenedor";"";"IBEAS";"CANDELAS, DE LAS, 21";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947 220009";"";"";"";"";"";"60";"-3,6668047";"42,3550099";"";
"09/000070";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA ROCA";"CL/SAN AGUSTÍN, 3";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"678250862";"";"";"";"";"";"12";"";"";"Si";
"09/000225";"Restaurante / Bar";"4ª - 1 Tenedor";"";"JOTA Y HACHE";"Calle Santa Casilda, 4-6";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"616142839";"";"";"";"";"";"40";"-3,6881809";"42,3430712";"Si";
"09/000098";"Restaurante / Bar";"3ª - 2 Tenedores";"";"MESON JUAN XXIII";"CL/LAVADEROS, 21";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947221739";"947224117";"";"";"";"";"158";"-3,674321";"42,3523737";"Si";
"09/000283";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MESON EL LAUREL";"PLAZA SAN BRUNO, 14";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947223647";"";"";"";"";"";"24";"-3,6722911";"42,3500917";"";
"09/000182";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL EMBRUJO";"CL/ALCALDE MARTIN COBOS, 5";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"687757211";"";"";"";"";"";"32";"-3,6483597";"42,3464286";"";
"09/000171";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MARCI";"AVDA/CID CAMPEADOR, 86";"09005";"Burgos";"Burgos";"BURGOS";"BURGOS";"947221058";"";"";"";"";"";"24";"-3,6956934";"42,3501563";"";
"09/000272";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MARGARITA";"Travesía de la Iglesia 3";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"699934065";"";"";"johomar97@icloud.com";"";"";"112";"-3,6658827";"42,3534758";"";
"09/000204";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MARISCOS PIÑEIRO";"MORCO, 6";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947 272153";"";"";"";"";"";"40";"";"";"";
"09/000093";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MESON BURGOS";"CL/SOMBRERERIA,8";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947206150";"";"";"";"";"";"82";"";"";"";
"09/000183";"Restaurante / Bar";"4ª - 1 Tenedor";"";"PARDO";"PZA/ANTONIO JOSE, 4";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"947 223938";"947 222364";"";"";"";"";"38";"-3,6844975";"42,3516693";"";
"09/000117";"Restaurante / Bar";"4ª - 1 Tenedor";"";"PUNTA BRAVA";"VILLALON, 2";"09003";"Burgos";"Burgos";"BURGOS";"";"947 208211";"";"";"";"";"";"16";"";"";"";
"09/000324";"Restaurante";"4ª - 1 Tenedor";"";"AURELIO";"Paseo Regino Sáinz de la Maza, 5";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"640132347";"";"";"maricpiconi@gmail.com";"";"";"34";"";"";"Si";
"09/000185";"Restaurante / Bar";"3ª - 2 Tenedores";"";"TIMOTEO";"VITORIA, 217";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947483794";"";"";"";"";"";"28";"-3,6668526";"42,3542304";"";
"09/000224";"Restaurante / Bar";"4ª - 1 Tenedor";"";"DOÑA MARGARITA";"PS/REGINO SAINZ DE LA MAZA, 9";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947722990";"675730401";"";"dmargaritarestaurante@gmail.com";"gournet64.wix.com";"";"51";"-3,6901066";"42,3436838";"";
"09/000056";"Restaurante / Bar";"4ª - 1 Tenedor";"";"ALLENDE";"CTRA. ESTACION, 4";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"";"947 501009";"";"";"";"";"";"24";"";"";"";
"09/000087";"Restaurante";"4ª - 1 Tenedor";"";"SANCHO";"Calle Ricaposada, 7";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"649547821";"";"";"";"";"";"36";"-3,6854811";"41,6709939";"";
"09/000249";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CORRAL";"REAL, 21";"09212";"Burgos";"Valle de Tobalina";"BARCINA DEL BARCO";"BARCINA DEL BARCO";"947358435";"";"";"";"";"";"20";"";"";"";
"09/000065";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LOS TRES HERMANOS";"MIRANDA, 5";"09212";"Burgos";"Valle de Tobalina";"BARCINA DEL BARCO";"BARCINA DEL BARCO";"947358500";"";"";"";"";"";"12";"";"";"";
"09/000268";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL SURTIDOR";"SANTECILLA-EL BERRON";"09585";"Burgos";"Valle de Mena";"SANTECILLA";"SANTECILLA";"947 140404";"";"";"";"";"";"28";"";"";"";
"09/000267";"Restaurante";"4ª - 1 Tenedor";"";"ABRIGAÑO";"CL/MEDINA, 24";"09240";"Burgos";"Briviesca";"BRIVIESCA";"BRIVIESCA";"947590072";"";"";"";"";"";"30";"";"";"";
"09/000044";"Restaurante";"4ª - 1 Tenedor";"";"ALONSO HERMANAS(CERRADO)";"JUSTO CANTON SALAZAR, 10";"09240";"Burgos";"Briviesca";"BRIVIESCA";"BRIVIESCA";"947000000";"";"";"";"";"";"32";"";"";"";
"09/000299";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL MESON";"CARCEDO DE BURGOS";"09193";"Burgos";"Carcedo de Burgos";"CARCEDO DE BURGOS";"CARCEDO DE BURGOS";"947 230456";"";"";"";"";"";"48";"";"";"";
"09/000124";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LOS PRADOS";"CL/LOS PRADOS,6";"09194";"Burgos";"Cardeñadijo";"CARDEÑADIJO";"CARDEÑADIJO";"947 290828";"665375568";"";"";"";"";"30";"";"";"Si";
"09/000161";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL CARRASCAL";"Carretera Monasterio San Pedro Cardeña, km. 8";"09193";"Burgos";"Cardeñajimeno";"CARDEÑAJIMENO";"CARDEÑAJIMENO";"633023690";"";"";"albertotejada2332@gmail.com";"";"";"58";"-3,62185";"42,331";"";
"09/000012";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL DESCANSO";"MAYOR, 70";"09199";"Burgos";"Burgos";"CASTAÑARES";"CASTAÑARES";"947 486375";"";"";"";"";"";"36";"";"";"";
"09/000270";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA VENTA DE ARMENTIA";"CTRA/VITORIA-PEÑACERRADA,7";"09215";"Burgos";"Condado de Treviño";"ARMENTIA";"ARMENTIA";"945360078";"652770179";"";"";"";"";"85";"";"";"";
"09/000258";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA  VENTA DEL JAMÓN";"CTRA/SORIA,S/N";"09641";"Burgos";"Cuevas de San Clemente";"CUEVAS DE SAN CLEMENTE";"CUEVAS DE SAN CLEMENTE";"947403072";"675550342";"";"miki.jmp@live.com";"";"";"46";"";"";"";
"09/000269";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CANTINA DE CUZCURRITA";"Calle El Molino 1";"09198";"Burgos";"Ibeas de Juarros";"CUZCURRITA DE JUARROS";"CUZCURRITA DE JUARROS";"656930220";"";"";"";"";"";"31";"";"";"";
"09/000278";"Restaurante";"4ª - 1 Tenedor";"";"LAS NIEVES";"CL/PROGRESO";"09560";"Burgos";"Espinosa de los Monteros";"ESPINOSA DE LOS MONTEROS";"ESPINOSA DE LOS MONTEROS";"947 120010";"";"";"";"";"";"36";"";"";"";
"09/000239";"Restaurante / Bar";"4ª - 1 Tenedor";"";"TRUEBA";"SOL, 8";"09560";"Burgos";"Espinosa de los Monteros";"ESPINOSA DE LOS MONTEROS";"ESPINOSA DE LOS MONTEROS";"947 120028";"";"";"";"";"";"28";"";"";"";
"09/000190";"Restaurante";"4ª - 1 Tenedor";"";"LOS CLAVELES";"CTRA/LOGROÑO, 31";"09198";"Burgos";"Ibeas de Juarros";"IBEAS DE JUARROS";"IBEAS DE JUARROS";"947421073";"";"";"";"";"";"120";"";"";"Si";
"09/000049";"Restaurante";"4ª - 1 Tenedor";"";"CASA ANTON";"CALVO SOTELO, 3";"09340";"Burgos";"Lerma";"LERMA";"";"947 170362";"909149383";"";"";"";"";"50";"";"";"";
"09/000242";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA FOCACCIA";"CL/AUDIENCIA, 2";"09340";"Burgos";"Lerma";"LERMA";"LERMA";"947 172869";"";"";"";"";"";"56";"";"";"";
"09/000231";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MESON PARAMO DE MASA";"CTRA. BURGOS-SANTANDER, KM. 33";"09142";"Burgos";"Merindad de Río Ubierna";"MASA";"";"947 150030";"";"";"";"";"";"13";"";"";"";
"09/000232";"Restaurante / Bar";"4ª - 1 Tenedor";"";"VIVA BY LA ROCA";"Calle Juan Ramón Jiménez, 19";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947027718";"";"";"";"";"";"70";"";"";"Si";
"09/000280";"Restaurante";"4ª - 1 Tenedor";"";"LA SIDRERIA";"FEDERICO KELLER, 1";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947 313456";"";"";"";"";"";"34";"";"";"";
"09/000244";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA EMPAREDADA";"CTRA. DE COJOBAR";"09620";"Burgos";"Modúbar de la Emparedada";"MODUBAR DE LA EMPAREDADA";"MODUBAR DE LA EMPAREDADA";"947 423012";"";"";"";"";"";"48";"";"";"";
"09/000251";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA BRUJULA";"CTRA/MADRID-IRUN,KM,295,5";"09292";"Burgos";"Monasterio de Rodilla";"MONASTERIO DE RODILLA";"";"947 430344";"";"";"";"";"";"92";"";"";"Si";
"09/000175";"Restaurante / Bar";"4ª - 1 Tenedor";"";"IZA";"NAVA DE MENA";"09586";"Burgos";"Valle de Mena";"NAVA DE MENA";"NAVA";"947 140349";"";"";"";"";"";"32";"";"";"";
"09/000296";"Restaurante";"4ª - 1 Tenedor";"";"LA RIBERA";"CTRA. ZARAGOZA-PORTUGAL, 4";"09318";"Burgos";"Nava de Roa";"NAVA DE ROA";"NAVA DE ROA";"947 550243";"";"";"";"";"";"16";"";"";"";
"09/000167";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MESON RIOS DE URBEL";"CL/MESON, 10";"09131";"Burgos";"Pedrosa de Río Úrbel";"PEDROSA DE RIO-URBEL";"PEDROSA DE RIO-URBEL";"947 451102";"";"";"";"";"";"50";"";"";"";
